Texte,Classe
"سنغافورة 🇸🇬
بلاد النهضة والعمران 😍
سنغافورة دولة صغيرة جدآ  تقع في جنوب شرق آسيا بتمثل نموذج للجمال والعمران.. بتتكون من جزيرة  كبيرة🏝️ بتحيط بيها 60 جزيرة صغيرة .
سنغافورة بتعتبر من أكتر الدول الملئية بالاماكن السياحية والترفيهية الجميلة والمتنوعة والجاذبة للسياح من كل دول العالم .
🔘تأشيرة دخول سنغافورة ☑️
الجواز السوداني بحتاج لتأشيرة مسبقة لدخول سنغافورة .. وحاليآ متوفرة لعملائنا الكرام في مكاتبنا .
🔘 الطيران إلي سنغافورة✈️☑️
خطوط الطيران البتوفر لينا رحلات لي سنغافورة هي🛫 الخطوط الاماراتية ، الخطوط التركية ، الاتحاد للطيران و الخطوط الإثيوبية🛬.
🔘الفنادق في سنغافورة🏨 ☑️
فنادق سنغافورة جميلة وراقية .. بس متوسط الاسعار مرتفع مقارنة بدول شرق اسيا .
▪️ تكلفة الليلة الواحدة تبدأ من 90 دولار . وتختلف الاسعار حسب تصنيف الفندق ونوع الغرفة .
🔘 الطقس في سنغافورة 🌞🌤️☑️
مناخ سنغافورة إستوائي رطب .. ومن اهم ممزات المناخ في سنغافوره إنه ثابت طول العام ودرجة الحرارة بتتراوح بين (25 الي 31) درجة مع رطوبة عالية🌞 وهطول دائم للامطار 🌧️🌨️.
🔘 العملة في سنغافورة☑️
عملة سنغافورة هي الدولار السنغافوري💰 .
▪️ الدولار الأميركي الواحد 💵يعادل 1.4 دولار سنغافوري .
🔘 اهم الاماكن والانشطة السياحية في سنغافورة ☑️
🔵 جزيرة سنتوسا 🏝️✅
جزيرة سنتوسا من اهم الواجهات السياحية في سنغافورة .. بنلقا فيها أهم الاماكن الترفيهية و أرقي المنتجعات السياحية.
💠 اهم الاماكن السياحية في جزيرة سنتوسا ✔
🔲 يونفيرسال ستوديوز سنغافورة  ..
هي عبارة عن ملاهي شهيرة بنلقا فيها ادوات صناعة السينما العالمية . وبتشمل 7 أماكن مثيرة وجميلة وهي :- هوليود ، نيويورك المستقبل ، مصر القديمة ، العالم المفقود ، مشاهير افلام الفنتازيا و مدغشقر.
في المدن دي ح تعيش تجربة كأنك زرتها في الحقيقة😍 .
 🔲 اكواريوم S.E.A ..
أشهر اكواريوم في جزيرة سنتوسا فيه مجكوعة متنوعة من الاسماك من مختلف الفصائل🐟🐠🦈 .
🔲 منتزه ميجا ادفنتشور ..
لو كنت من محبي العاب المغامرات فما ح تلقي افضل من منتزه ميجا ال بيقع علي شاطئ البحر .. وفيه بنلقا كل العاب المغامرة من القفز من الاماكن المرتفعة والتحليق عبر الحبل المعلق وتسلق الجبال وغيرها من الانشطة الممتعة⛷️🤸‍♂️🧗‍♂️ .
🔵 حدائق الخليج ✅
حدايق الخليج منتزه كبير جدآ بيضم ثلاثة حدايق كبيرة علي الواجهة البحرية .
💠افضل الانشطة في حدائق الخليج✔
🔲 زيارة قبة الزهرة🌹🌻 ..
وهي اكبر بيت زجاجي للنباتات حول العالم .. في ح تحسوا كانكم في كوكب تاني من شدة جمال الزهور والاشجار ومختلف النباتات🏵️🌹🌳 .
🔲  زيارة غابة الغيوم🏔️ ..
هي عبارة عن جبل اخضر محاط بالنباتات والازهار الملونة فيه جسور مخصصة للصعود والاستمتاع بالمنظر .
🔲 المشي عبر الجسر المعلق🌉🎢 ..
عبارة عن جسر معلق علي ارتفاع 22 متر بيوفر لينا مشاهدة بانورامية مذهلة للحدائق الخضراء وجميع خليج مارينا .
🔲 التجوال في بستان الاشجار الشاهقة🌳🌲 ..
دا بستان فيه ابراج علي شكل اشجار شاهقة بطول يصل الي 50 متر مغطية بالانوار الملونة .
🔲 حديقة الاطفال🤼‍♂️🤼‍♀️ ..
الاطفال عندهم حديقة خاصة بيهم في حدائق الخليج فيها مجموعة متنوعة من الالعاب الخاصة بيهم .
🔲 التنزه في جناح الشمس 🌞..
دا جناح بخليج تحس كانك في الصحراء بتتوفر فيه اكتر من 1000 نبته صحراوية🍁🌵 .
🔵 عجلة سنغافورة الدوارة🎡 ✅
اكثر معلم إشتهرت بيه سنغافورة جعلها من اكثر بلدان العالم جذبآ للسياح .. ترتفع عجلة سنغافورة 165 متر وهي الاعلي في اسيا .
عجلة سنغافورة بتدور كل نصف ساعة من خلالها بتقدر تشاهد كل معالم سنغافورة من اعلي نقطة .
🔵 حديقية حيوانات سنغافورة🦁🐅🦓✅
من اهم واكبر حدائق الحيوان في اسيا .. بنلقا فيها اكتر من 315 نوع مختلف من الحيوانات منها النادرة .
💠 الانشطة داخل الحديقة ✔
🔲 ركوب الحافلة المكشوفة🚒 ..
عن طريقها بنتجول في الحديقة وبنستمتع بمشاهدة الحيوانات .
🔲 زيارة قسم المنطقة الباردة ..
ودا بنلقا فيه الحيوانات البتعيش في المناطق الباردة والبئات المتجمدة كالدببة القطبية 🐻.
🔲 التجول في الجناح الجنوبي الشرقي ..
ودا بضم سهول ونباتات عشبية نفس بئية غابات افريقيا فيه بنلقا مجموعة من الزرافات🦒 والحيوانات المفترسة 🐅.
🔲 زيارة الغابة المطيرة ..
الغابة المطيرة بتمتد علي مساحة 20 الف متر مكعب بنلقا فيها الحيوانات البتعيش في البئات المطيرة .
🔵 منتزه يورونغ للطيور🐦🦃🦅 ✅
منتزه يورونغ من المحميات الطبيعية البرية بتضم مجموعة كبيرة من الطيور من مختلف انحاء العالم .
💠 الانشطة داخل منتزه يورونق للطيور ✔
🔲 التجول في منطقة الطيور الجارحة🦅 ..
🔲 زيارة بحيرة طائر الفلامنغو🦢 ..
🔲  زيارة جنة الببغاء 🐦 ..
🔲  زيارة ساحل البطريق 🐧..
🔵 حديقة سنغافورة النباتية🌼🌺🌷 ✅
حديقة سنغافورة النباتية هي حديقة استوائية تعتبر الوحيدة من نوعها في العالم تضم اكثر من 10 الاف نوع من النباتات المختلفة .
💠 الانشطة داخل حديقة سنغافورة النباتية ✔
🔲  زيارة حديقة الاوركيدة الوطنية ..
🔲 زيارة الغابة المطيرة ..
🔲 زيارة حديقة الزنجبيل ..
🔲 التنزه داخل المساحات الخضراء الواسعة ..
☸ في النهاية نتمنا إنو نكون عكسنا ليكم جزء من جمال وروعة سينغافورة .",Voyage
"لا يستطيع أن يكون وطنيًا من كان ذا معدة خاوية.

- جون براون",Mode de vie
"يعجبني قول الأديب المصري نجيب محفوظ: ""العقل الواعي هو القادر على احترام الفكرة حتى ولو لم يؤمن بها"". لكني أشدد دائماً على أنه ثمة فرق بين أن أحترم فكرتك وبين أن أتمثلها! ...",Mode de vie
"يقول نابليون بونابرت: ""لا يوجد سوى قوتين في العالم، السيف والعقل، على المدى البعيد، العقل هو الذي يهزم السيف"".
قول حق.. فالسيف مهما قوي واشتد هو في النتيجة من صنع العقل.. السيف مادي صنعه الإنسان، والعقل إبداع إلهي لا مثيل له ...",Mode de vie
"على الإنسان أن يكون رحيما, لأن الرحمة تجمع بين البشر , و أن يكون أديبا, لأن الأدب يوحد القلوب المتنافرة..

#ليو_تولستوي",Mode de vie
"يقول جيمس كلير: ""نحن ندفع تكلفة عاداتنا الحسنة في الحاضر، بينما ندفع تكلفة عاداتنا السيئة في المستقبل """,Mode de vie
"
الشك..مرض يأتي من المعرفة,ويقود إلى الجنون

#غـوستاف_فلوبير",Mode de vie
"الأفكار هي أعظم المُتع, المُتعة بحد ذاتها فقط تَخيل, هل سبق لك وأن إستمتعت بشيئ أكثر من أحلامك ؟

#غوستاف_فلوبير",Mode de vie
"
كتب صادق هدايت مرة في مقال انه "" لو لم يكن الموت موجود لتمناه الجميع"" ثم انصرف الى مخاطبة الموت قائلا "" إنك لست رسول حزن، بل أنت علاج الروح الذابلة، إنك تفتح بوابة الامل في وجه اليائسين""",Mode de vie
"إن الإنسان يكذب دائماً حين يتحدث عن نفسه.

#دوستويفسكي_في_قبوي",Mode de vie
